
Model: TCNMerge, Epoch: 1/10, Batch: 50/938, Loss: 0.49403
Model: TCN, Epoch: 9/10, Batch: 800/938, Loss: 0.12377
Model: TCN, Epoch: 9/10, Batch: 850/938, Loss: 0.11611
Model: TCN, Epoch: 9/10, Batch: 900/938, Loss: 0.14297
------------------------------------------------------
Model: TCN, Epoch: 9/10, Correct Predictions: 9155/10000, Accuracy: 91.55 %
------------------------------------------------------
Model: TCN, Epoch: 10/10, Batch: 50/938, Loss: 0.08255
Model: TCN, Epoch: 10/10, Batch: 100/938, Loss: 0.06968
Model: TCN, Epoch: 10/10, Batch: 150/938, Loss: 0.19793
Model: TCN, Epoch: 10/10, Batch: 200/938, Loss: 0.18569
Model: TCN, Epoch: 10/10, Batch: 250/938, Loss: 0.32288
Model: TCN, Epoch: 10/10, Batch: 300/938, Loss: 0.08424
Model: TCN, Epoch: 10/10, Batch: 350/938, Loss: 0.05317
Model: TCN, Epoch: 10/10, Batch: 400/938, Loss: 0.30306
Model: TCN, Epoch: 10/10, Batch: 450/938, Loss: 0.15597
Model: TCN, Epoch: 10/10, Batch: 500/938, Loss: 0.11757
Model: TCN, Epoch: 10/10, Batch: 550/938, Loss: 0.13537
Model: TCN, Epoch: 10/10, Batch: 600/938, Loss: 0.29262
Model: TCN, Epoch: 10/10, Batch: 650/938, Loss: 0.23708
Model: TCN, Epoch: 10/10, Batch: 700/938, Loss: 0.12003
Model: TCN, Epoch: 10/10, Batch: 750/938, Loss: 0.13998
Model: TCN, Epoch: 10/10, Batch: 800/938, Loss: 0.13578
Model: TCN, Epoch: 10/10, Batch: 850/938, Loss: 0.13426
Model: TCN, Epoch: 10/10, Batch: 900/938, Loss: 0.16080
------------------------------------------------------
Model: TCN, Epoch: 10/10, Correct Predictions: 9121/10000, Accuracy: 91.21 %
------------------------------------------------------
Model: LSTM, Epoch: 1/10, Batch: 50/938, Loss: 1.06187
Model: LSTM, Epoch: 1/10, Batch: 100/938, Loss: 0.39570
Model: LSTM, Epoch: 1/10, Batch: 150/938, Loss: 0.47103
Model: LSTM, Epoch: 1/10, Batch: 200/938, Loss: 0.33822
Model: LSTM, Epoch: 1/10, Batch: 250/938, Loss: 0.26380
Model: LSTM, Epoch: 1/10, Batch: 300/938, Loss: 0.21359
Model: LSTM, Epoch: 1/10, Batch: 350/938, Loss: 0.07154
Model: LSTM, Epoch: 1/10, Batch: 400/938, Loss: 0.17060
Model: LSTM, Epoch: 1/10, Batch: 450/938, Loss: 0.21716
Model: LSTM, Epoch: 1/10, Batch: 500/938, Loss: 0.26823
Model: LSTM, Epoch: 1/10, Batch: 550/938, Loss: 0.04000
Model: LSTM, Epoch: 1/10, Batch: 600/938, Loss: 0.23866
Model: LSTM, Epoch: 1/10, Batch: 650/938, Loss: 0.18304
Model: LSTM, Epoch: 1/10, Batch: 700/938, Loss: 0.19483
Model: LSTM, Epoch: 1/10, Batch: 750/938, Loss: 0.12539
Model: LSTM, Epoch: 1/10, Batch: 800/938, Loss: 0.06815
Model: LSTM, Epoch: 1/10, Batch: 850/938, Loss: 0.05058
Model: LSTM, Epoch: 1/10, Batch: 900/938, Loss: 0.13447
------------------------------------------------------
Model: LSTM, Epoch: 1/10, Correct Predictions: 9413/10000, Accuracy: 94.13 %
------------------------------------------------------
Model: LSTM, Epoch: 2/10, Batch: 50/938, Loss: 0.03668
Model: LSTM, Epoch: 2/10, Batch: 100/938, Loss: 0.06501
Model: LSTM, Epoch: 2/10, Batch: 150/938, Loss: 0.09309
Model: LSTM, Epoch: 2/10, Batch: 200/938, Loss: 0.05388
Model: LSTM, Epoch: 2/10, Batch: 250/938, Loss: 0.30805
Model: LSTM, Epoch: 2/10, Batch: 300/938, Loss: 0.04372
Model: LSTM, Epoch: 2/10, Batch: 350/938, Loss: 0.02115
Model: LSTM, Epoch: 2/10, Batch: 400/938, Loss: 0.14541
Model: LSTM, Epoch: 2/10, Batch: 450/938, Loss: 0.07226
Model: LSTM, Epoch: 2/10, Batch: 500/938, Loss: 0.11835
Model: LSTM, Epoch: 2/10, Batch: 550/938, Loss: 0.03563
Model: LSTM, Epoch: 2/10, Batch: 600/938, Loss: 0.14994
Model: LSTM, Epoch: 2/10, Batch: 650/938, Loss: 0.14926
Model: LSTM, Epoch: 2/10, Batch: 700/938, Loss: 0.05765
Model: LSTM, Epoch: 2/10, Batch: 750/938, Loss: 0.12339
Model: LSTM, Epoch: 2/10, Batch: 800/938, Loss: 0.04943
Model: LSTM, Epoch: 2/10, Batch: 850/938, Loss: 0.03539
Model: LSTM, Epoch: 2/10, Batch: 900/938, Loss: 0.03294
------------------------------------------------------
Model: LSTM, Epoch: 2/10, Correct Predictions: 9799/10000, Accuracy: 97.99 %
------------------------------------------------------
Model: LSTM, Epoch: 3/10, Batch: 50/938, Loss: 0.03356
Model: LSTM, Epoch: 3/10, Batch: 100/938, Loss: 0.02645
Model: LSTM, Epoch: 3/10, Batch: 150/938, Loss: 0.08040
Model: LSTM, Epoch: 3/10, Batch: 200/938, Loss: 0.04907
Model: LSTM, Epoch: 3/10, Batch: 250/938, Loss: 0.10469
Model: LSTM, Epoch: 3/10, Batch: 300/938, Loss: 0.04808
Model: LSTM, Epoch: 3/10, Batch: 350/938, Loss: 0.00307
Model: LSTM, Epoch: 3/10, Batch: 400/938, Loss: 0.08930
Model: LSTM, Epoch: 3/10, Batch: 450/938, Loss: 0.01363
Model: LSTM, Epoch: 3/10, Batch: 500/938, Loss: 0.12021
Model: LSTM, Epoch: 3/10, Batch: 550/938, Loss: 0.01305
Model: LSTM, Epoch: 3/10, Batch: 600/938, Loss: 0.05895
Model: LSTM, Epoch: 3/10, Batch: 650/938, Loss: 0.13404
Model: LSTM, Epoch: 3/10, Batch: 700/938, Loss: 0.00537
Model: LSTM, Epoch: 3/10, Batch: 750/938, Loss: 0.12446
Model: LSTM, Epoch: 3/10, Batch: 800/938, Loss: 0.01025
Model: LSTM, Epoch: 3/10, Batch: 850/938, Loss: 0.00898
Model: LSTM, Epoch: 3/10, Batch: 900/938, Loss: 0.04477
------------------------------------------------------
Model: LSTM, Epoch: 3/10, Correct Predictions: 9824/10000, Accuracy: 98.24 %
------------------------------------------------------
Model: LSTM, Epoch: 4/10, Batch: 50/938, Loss: 0.00272
Model: LSTM, Epoch: 4/10, Batch: 100/938, Loss: 0.01065
Model: LSTM, Epoch: 4/10, Batch: 150/938, Loss: 0.02032
Model: LSTM, Epoch: 4/10, Batch: 200/938, Loss: 0.03127
Model: LSTM, Epoch: 4/10, Batch: 250/938, Loss: 0.11273
Model: LSTM, Epoch: 4/10, Batch: 300/938, Loss: 0.02458
Model: LSTM, Epoch: 4/10, Batch: 350/938, Loss: 0.00443
Model: LSTM, Epoch: 4/10, Batch: 400/938, Loss: 0.10688
Model: LSTM, Epoch: 4/10, Batch: 450/938, Loss: 0.01477
Model: LSTM, Epoch: 4/10, Batch: 500/938, Loss: 0.05594
Model: LSTM, Epoch: 4/10, Batch: 550/938, Loss: 0.01656
Model: LSTM, Epoch: 4/10, Batch: 600/938, Loss: 0.03688
Model: LSTM, Epoch: 4/10, Batch: 650/938, Loss: 0.14984
Model: LSTM, Epoch: 4/10, Batch: 700/938, Loss: 0.00634
Model: LSTM, Epoch: 4/10, Batch: 750/938, Loss: 0.11817
Model: LSTM, Epoch: 4/10, Batch: 800/938, Loss: 0.05996
Model: LSTM, Epoch: 4/10, Batch: 850/938, Loss: 0.00751
Model: LSTM, Epoch: 4/10, Batch: 900/938, Loss: 0.02134
------------------------------------------------------
Model: LSTM, Epoch: 4/10, Correct Predictions: 9865/10000, Accuracy: 98.65 %
------------------------------------------------------
Model: LSTM, Epoch: 5/10, Batch: 50/938, Loss: 0.01794
Model: LSTM, Epoch: 5/10, Batch: 100/938, Loss: 0.03375
Model: LSTM, Epoch: 5/10, Batch: 150/938, Loss: 0.01050
Model: LSTM, Epoch: 5/10, Batch: 200/938, Loss: 0.01734
Model: LSTM, Epoch: 5/10, Batch: 250/938, Loss: 0.05559
Model: LSTM, Epoch: 5/10, Batch: 300/938, Loss: 0.02142
Model: LSTM, Epoch: 5/10, Batch: 350/938, Loss: 0.00398
Model: LSTM, Epoch: 5/10, Batch: 400/938, Loss: 0.04748
Model: LSTM, Epoch: 5/10, Batch: 450/938, Loss: 0.01813
Model: LSTM, Epoch: 5/10, Batch: 500/938, Loss: 0.02425
Model: LSTM, Epoch: 5/10, Batch: 550/938, Loss: 0.02959
Model: LSTM, Epoch: 5/10, Batch: 600/938, Loss: 0.05627
Model: LSTM, Epoch: 5/10, Batch: 650/938, Loss: 0.11950
Model: LSTM, Epoch: 5/10, Batch: 700/938, Loss: 0.00474
Model: LSTM, Epoch: 5/10, Batch: 750/938, Loss: 0.00797
Model: LSTM, Epoch: 5/10, Batch: 800/938, Loss: 0.00728
Model: LSTM, Epoch: 5/10, Batch: 850/938, Loss: 0.00675
Model: LSTM, Epoch: 5/10, Batch: 900/938, Loss: 0.00910
------------------------------------------------------
Model: LSTM, Epoch: 5/10, Correct Predictions: 9850/10000, Accuracy: 98.5 %
------------------------------------------------------
Model: LSTM, Epoch: 6/10, Batch: 50/938, Loss: 0.01844
Model: LSTM, Epoch: 6/10, Batch: 100/938, Loss: 0.00824
Model: LSTM, Epoch: 6/10, Batch: 150/938, Loss: 0.13101
Model: LSTM, Epoch: 6/10, Batch: 200/938, Loss: 0.06258
Model: LSTM, Epoch: 6/10, Batch: 250/938, Loss: 0.13128
Model: LSTM, Epoch: 6/10, Batch: 300/938, Loss: 0.00805
Model: LSTM, Epoch: 6/10, Batch: 350/938, Loss: 0.00410
Model: LSTM, Epoch: 6/10, Batch: 400/938, Loss: 0.05833
Model: LSTM, Epoch: 6/10, Batch: 450/938, Loss: 0.00722
Model: LSTM, Epoch: 6/10, Batch: 500/938, Loss: 0.05438
Model: LSTM, Epoch: 6/10, Batch: 550/938, Loss: 0.02900
Model: LSTM, Epoch: 6/10, Batch: 600/938, Loss: 0.15913
Model: LSTM, Epoch: 6/10, Batch: 650/938, Loss: 0.07536
Model: LSTM, Epoch: 6/10, Batch: 700/938, Loss: 0.01883
Model: LSTM, Epoch: 6/10, Batch: 750/938, Loss: 0.03608
Model: LSTM, Epoch: 6/10, Batch: 800/938, Loss: 0.00722
Model: LSTM, Epoch: 6/10, Batch: 850/938, Loss: 0.01435
Model: LSTM, Epoch: 6/10, Batch: 900/938, Loss: 0.01797
------------------------------------------------------
Model: LSTM, Epoch: 6/10, Correct Predictions: 9843/10000, Accuracy: 98.43 %
------------------------------------------------------
Model: LSTM, Epoch: 7/10, Batch: 50/938, Loss: 0.00216
Model: LSTM, Epoch: 7/10, Batch: 100/938, Loss: 0.07278
Model: LSTM, Epoch: 7/10, Batch: 150/938, Loss: 0.01169
Model: LSTM, Epoch: 7/10, Batch: 200/938, Loss: 0.03454
Model: LSTM, Epoch: 7/10, Batch: 250/938, Loss: 0.01595
Model: LSTM, Epoch: 7/10, Batch: 300/938, Loss: 0.00468
Model: LSTM, Epoch: 7/10, Batch: 350/938, Loss: 0.00151
Model: LSTM, Epoch: 7/10, Batch: 400/938, Loss: 0.03345
Model: LSTM, Epoch: 7/10, Batch: 450/938, Loss: 0.03820
Model: LSTM, Epoch: 7/10, Batch: 500/938, Loss: 0.01419
Model: LSTM, Epoch: 7/10, Batch: 550/938, Loss: 0.00308
Model: LSTM, Epoch: 7/10, Batch: 600/938, Loss: 0.13530
Model: LSTM, Epoch: 7/10, Batch: 650/938, Loss: 0.07836
Model: LSTM, Epoch: 7/10, Batch: 700/938, Loss: 0.00178
Model: LSTM, Epoch: 7/10, Batch: 750/938, Loss: 0.00515
Model: LSTM, Epoch: 7/10, Batch: 800/938, Loss: 0.00224
Model: LSTM, Epoch: 7/10, Batch: 850/938, Loss: 0.00225
Model: LSTM, Epoch: 7/10, Batch: 900/938, Loss: 0.01343
------------------------------------------------------
Model: LSTM, Epoch: 7/10, Correct Predictions: 9852/10000, Accuracy: 98.52 %
------------------------------------------------------
Model: LSTM, Epoch: 8/10, Batch: 50/938, Loss: 0.00135
Model: LSTM, Epoch: 8/10, Batch: 100/938, Loss: 0.02346
Model: LSTM, Epoch: 8/10, Batch: 150/938, Loss: 0.00811
Model: LSTM, Epoch: 8/10, Batch: 200/938, Loss: 0.02954
Model: LSTM, Epoch: 8/10, Batch: 250/938, Loss: 0.05914
Model: LSTM, Epoch: 8/10, Batch: 300/938, Loss: 0.00443
Model: LSTM, Epoch: 8/10, Batch: 350/938, Loss: 0.00107
Model: LSTM, Epoch: 8/10, Batch: 400/938, Loss: 0.10319
Model: LSTM, Epoch: 8/10, Batch: 450/938, Loss: 0.01264
Model: LSTM, Epoch: 8/10, Batch: 500/938, Loss: 0.04023
Model: LSTM, Epoch: 8/10, Batch: 550/938, Loss: 0.08801
Model: LSTM, Epoch: 8/10, Batch: 600/938, Loss: 0.07458
Model: LSTM, Epoch: 8/10, Batch: 650/938, Loss: 0.08019
Model: LSTM, Epoch: 8/10, Batch: 700/938, Loss: 0.00144
Model: LSTM, Epoch: 8/10, Batch: 750/938, Loss: 0.01930
Model: LSTM, Epoch: 8/10, Batch: 800/938, Loss: 0.00155
Model: LSTM, Epoch: 8/10, Batch: 850/938, Loss: 0.00638
Model: LSTM, Epoch: 8/10, Batch: 900/938, Loss: 0.02086
------------------------------------------------------
Model: LSTM, Epoch: 8/10, Correct Predictions: 9859/10000, Accuracy: 98.59 %
------------------------------------------------------
Model: LSTM, Epoch: 9/10, Batch: 50/938, Loss: 0.00069
Model: LSTM, Epoch: 9/10, Batch: 100/938, Loss: 0.01289
Model: LSTM, Epoch: 9/10, Batch: 150/938, Loss: 0.04245
Model: LSTM, Epoch: 9/10, Batch: 200/938, Loss: 0.01098
Model: LSTM, Epoch: 9/10, Batch: 250/938, Loss: 0.04015
Model: LSTM, Epoch: 9/10, Batch: 300/938, Loss: 0.00503
Model: LSTM, Epoch: 9/10, Batch: 350/938, Loss: 0.00060
Model: LSTM, Epoch: 9/10, Batch: 400/938, Loss: 0.08172
Model: LSTM, Epoch: 9/10, Batch: 450/938, Loss: 0.01096
Model: LSTM, Epoch: 9/10, Batch: 500/938, Loss: 0.02795
Model: LSTM, Epoch: 9/10, Batch: 550/938, Loss: 0.01395
Model: LSTM, Epoch: 9/10, Batch: 600/938, Loss: 0.13226
Model: LSTM, Epoch: 9/10, Batch: 650/938, Loss: 0.04428
Model: LSTM, Epoch: 9/10, Batch: 700/938, Loss: 0.00057
Model: LSTM, Epoch: 9/10, Batch: 750/938, Loss: 0.02374
Model: LSTM, Epoch: 9/10, Batch: 800/938, Loss: 0.00095
Model: LSTM, Epoch: 9/10, Batch: 850/938, Loss: 0.00275
Model: LSTM, Epoch: 9/10, Batch: 900/938, Loss: 0.00387
------------------------------------------------------
Model: LSTM, Epoch: 9/10, Correct Predictions: 9854/10000, Accuracy: 98.54 %
------------------------------------------------------
Model: LSTM, Epoch: 10/10, Batch: 50/938, Loss: 0.00309
Model: LSTM, Epoch: 10/10, Batch: 100/938, Loss: 0.01855
Model: LSTM, Epoch: 10/10, Batch: 150/938, Loss: 0.11832
Model: LSTM, Epoch: 10/10, Batch: 200/938, Loss: 0.06430
Model: LSTM, Epoch: 10/10, Batch: 250/938, Loss: 0.00778
Model: LSTM, Epoch: 10/10, Batch: 300/938, Loss: 0.00113
Model: LSTM, Epoch: 10/10, Batch: 350/938, Loss: 0.00118
Model: LSTM, Epoch: 10/10, Batch: 400/938, Loss: 0.08727
Model: LSTM, Epoch: 10/10, Batch: 450/938, Loss: 0.00424
Model: LSTM, Epoch: 10/10, Batch: 500/938, Loss: 0.03010
Model: LSTM, Epoch: 10/10, Batch: 550/938, Loss: 0.02899
Model: LSTM, Epoch: 10/10, Batch: 600/938, Loss: 0.09005
Model: LSTM, Epoch: 10/10, Batch: 650/938, Loss: 0.05275
Model: LSTM, Epoch: 10/10, Batch: 700/938, Loss: 0.00633
Model: LSTM, Epoch: 10/10, Batch: 750/938, Loss: 0.00109
Model: LSTM, Epoch: 10/10, Batch: 800/938, Loss: 0.00371
Model: LSTM, Epoch: 10/10, Batch: 850/938, Loss: 0.09232
Model: LSTM, Epoch: 10/10, Batch: 900/938, Loss: 0.01673
------------------------------------------------------
Model: LSTM, Epoch: 10/10, Correct Predictions: 9815/10000, Accuracy: 98.15 %
------------------------------------------------------
Model: RNN, Epoch: 1/10, Batch: 50/938, Loss: 1.33179
Model: RNN, Epoch: 1/10, Batch: 100/938, Loss: 1.17231
Model: RNN, Epoch: 1/10, Batch: 150/938, Loss: 1.16282
Model: RNN, Epoch: 1/10, Batch: 200/938, Loss: 0.74238
Model: RNN, Epoch: 1/10, Batch: 250/938, Loss: 1.15050
Model: RNN, Epoch: 1/10, Batch: 300/938, Loss: 0.69601
Model: RNN, Epoch: 1/10, Batch: 350/938, Loss: 0.47640
Model: RNN, Epoch: 1/10, Batch: 400/938, Loss: 0.64692
Model: RNN, Epoch: 1/10, Batch: 450/938, Loss: 0.59638
Model: RNN, Epoch: 1/10, Batch: 500/938, Loss: 0.64657
Model: RNN, Epoch: 1/10, Batch: 550/938, Loss: 0.46616
Model: RNN, Epoch: 1/10, Batch: 600/938, Loss: 0.46192
Model: RNN, Epoch: 1/10, Batch: 650/938, Loss: 0.66041
Model: RNN, Epoch: 1/10, Batch: 700/938, Loss: 0.43386
Model: RNN, Epoch: 1/10, Batch: 750/938, Loss: 0.61174
Model: RNN, Epoch: 1/10, Batch: 800/938, Loss: 0.51564
Model: RNN, Epoch: 1/10, Batch: 850/938, Loss: 0.30144
Model: RNN, Epoch: 1/10, Batch: 900/938, Loss: 0.36682
------------------------------------------------------
Model: RNN, Epoch: 1/10, Correct Predictions: 8810/10000, Accuracy: 88.1 %
------------------------------------------------------
Model: RNN, Epoch: 2/10, Batch: 50/938, Loss: 0.28271
Model: RNN, Epoch: 2/10, Batch: 100/938, Loss: 0.43625
Model: RNN, Epoch: 2/10, Batch: 150/938, Loss: 0.41943
Model: RNN, Epoch: 2/10, Batch: 200/938, Loss: 0.34583
Model: RNN, Epoch: 2/10, Batch: 250/938, Loss: 0.51133
Model: RNN, Epoch: 2/10, Batch: 300/938, Loss: 0.46024
Model: RNN, Epoch: 2/10, Batch: 350/938, Loss: 0.19859
Model: RNN, Epoch: 2/10, Batch: 400/938, Loss: 0.36366
Model: RNN, Epoch: 2/10, Batch: 450/938, Loss: 0.31904
Model: RNN, Epoch: 2/10, Batch: 500/938, Loss: 0.91407
Model: RNN, Epoch: 2/10, Batch: 550/938, Loss: 0.30761
Model: RNN, Epoch: 2/10, Batch: 600/938, Loss: 0.42282
Model: RNN, Epoch: 2/10, Batch: 650/938, Loss: 0.30421
Model: RNN, Epoch: 2/10, Batch: 700/938, Loss: 0.35894
Model: RNN, Epoch: 2/10, Batch: 750/938, Loss: 0.44096
Model: RNN, Epoch: 2/10, Batch: 800/938, Loss: 0.44589
Model: RNN, Epoch: 2/10, Batch: 850/938, Loss: 0.31435
Model: RNN, Epoch: 2/10, Batch: 900/938, Loss: 0.24106
------------------------------------------------------
Model: RNN, Epoch: 2/10, Correct Predictions: 9118/10000, Accuracy: 91.18 %
------------------------------------------------------
Model: RNN, Epoch: 3/10, Batch: 50/938, Loss: 0.27601
Model: RNN, Epoch: 3/10, Batch: 100/938, Loss: 0.09662
Model: RNN, Epoch: 3/10, Batch: 150/938, Loss: 0.36456
Model: RNN, Epoch: 3/10, Batch: 200/938, Loss: 0.21534
Model: RNN, Epoch: 3/10, Batch: 250/938, Loss: 0.53461
Model: RNN, Epoch: 3/10, Batch: 300/938, Loss: 0.34366
Model: RNN, Epoch: 3/10, Batch: 350/938, Loss: 0.05302
Model: RNN, Epoch: 3/10, Batch: 400/938, Loss: 0.41874
Model: RNN, Epoch: 3/10, Batch: 450/938, Loss: 0.19170
Model: RNN, Epoch: 3/10, Batch: 500/938, Loss: 0.43609
Model: RNN, Epoch: 3/10, Batch: 550/938, Loss: 0.25047
Model: RNN, Epoch: 3/10, Batch: 600/938, Loss: 0.25840
Model: RNN, Epoch: 3/10, Batch: 650/938, Loss: 0.21899
Model: RNN, Epoch: 3/10, Batch: 700/938, Loss: 0.28686
Model: RNN, Epoch: 3/10, Batch: 750/938, Loss: 0.35424
Model: RNN, Epoch: 3/10, Batch: 800/938, Loss: 0.37117
Model: RNN, Epoch: 3/10, Batch: 850/938, Loss: 0.17617
Model: RNN, Epoch: 3/10, Batch: 900/938, Loss: 0.19400
------------------------------------------------------
Model: RNN, Epoch: 3/10, Correct Predictions: 9198/10000, Accuracy: 91.98 %
------------------------------------------------------
Model: RNN, Epoch: 4/10, Batch: 50/938, Loss: 0.25374
Model: RNN, Epoch: 4/10, Batch: 100/938, Loss: 0.18754
Model: RNN, Epoch: 4/10, Batch: 150/938, Loss: 0.22211
Model: RNN, Epoch: 4/10, Batch: 200/938, Loss: 0.18650
Model: RNN, Epoch: 4/10, Batch: 250/938, Loss: 0.61720
Model: RNN, Epoch: 4/10, Batch: 300/938, Loss: 0.33968
Model: RNN, Epoch: 4/10, Batch: 350/938, Loss: 0.10668
Model: RNN, Epoch: 4/10, Batch: 400/938, Loss: 0.48084
Model: RNN, Epoch: 4/10, Batch: 450/938, Loss: 0.31503
Model: RNN, Epoch: 4/10, Batch: 500/938, Loss: 0.39272
Model: RNN, Epoch: 4/10, Batch: 550/938, Loss: 0.15255
Model: RNN, Epoch: 4/10, Batch: 600/938, Loss: 0.44615
Model: RNN, Epoch: 4/10, Batch: 650/938, Loss: 0.34276
Model: RNN, Epoch: 4/10, Batch: 700/938, Loss: 0.23091
Model: RNN, Epoch: 4/10, Batch: 750/938, Loss: 0.26920
Model: RNN, Epoch: 4/10, Batch: 800/938, Loss: 0.48215
Model: RNN, Epoch: 4/10, Batch: 850/938, Loss: 0.27895
Model: RNN, Epoch: 4/10, Batch: 900/938, Loss: 0.26401
------------------------------------------------------
Model: RNN, Epoch: 4/10, Correct Predictions: 9305/10000, Accuracy: 93.05 %
------------------------------------------------------
Model: RNN, Epoch: 5/10, Batch: 50/938, Loss: 0.07187
Model: RNN, Epoch: 5/10, Batch: 100/938, Loss: 0.14979
Model: RNN, Epoch: 5/10, Batch: 150/938, Loss: 0.26092
Model: RNN, Epoch: 5/10, Batch: 200/938, Loss: 0.18826
Model: RNN, Epoch: 5/10, Batch: 250/938, Loss: 0.39179
Model: RNN, Epoch: 5/10, Batch: 300/938, Loss: 0.24755
Model: RNN, Epoch: 5/10, Batch: 350/938, Loss: 0.06564
Model: RNN, Epoch: 5/10, Batch: 400/938, Loss: 0.36225
Model: RNN, Epoch: 5/10, Batch: 450/938, Loss: 0.24923
Model: RNN, Epoch: 5/10, Batch: 500/938, Loss: 0.55745
Model: RNN, Epoch: 5/10, Batch: 550/938, Loss: 0.26350
Model: RNN, Epoch: 5/10, Batch: 600/938, Loss: 0.42473
Model: RNN, Epoch: 5/10, Batch: 650/938, Loss: 0.32660
Model: RNN, Epoch: 5/10, Batch: 700/938, Loss: 0.15861
Model: RNN, Epoch: 5/10, Batch: 750/938, Loss: 0.27301
Model: RNN, Epoch: 5/10, Batch: 800/938, Loss: 0.22423
Model: RNN, Epoch: 5/10, Batch: 850/938, Loss: 0.18022
Model: RNN, Epoch: 5/10, Batch: 900/938, Loss: 0.23157
------------------------------------------------------
Model: RNN, Epoch: 5/10, Correct Predictions: 9385/10000, Accuracy: 93.85 %
------------------------------------------------------
Model: RNN, Epoch: 6/10, Batch: 50/938, Loss: 0.08179
Model: RNN, Epoch: 6/10, Batch: 100/938, Loss: 0.17722
Model: RNN, Epoch: 6/10, Batch: 150/938, Loss: 0.27287
Model: RNN, Epoch: 6/10, Batch: 200/938, Loss: 0.09353
Model: RNN, Epoch: 6/10, Batch: 250/938, Loss: 0.70573
Model: RNN, Epoch: 6/10, Batch: 300/938, Loss: 0.25522
Model: RNN, Epoch: 6/10, Batch: 350/938, Loss: 0.05900
Model: RNN, Epoch: 6/10, Batch: 400/938, Loss: 0.34358
Model: RNN, Epoch: 6/10, Batch: 450/938, Loss: 0.20440
Model: RNN, Epoch: 6/10, Batch: 500/938, Loss: 0.27132
Model: RNN, Epoch: 6/10, Batch: 550/938, Loss: 0.09135
Model: RNN, Epoch: 6/10, Batch: 600/938, Loss: 0.27644
Model: RNN, Epoch: 6/10, Batch: 650/938, Loss: 0.25705
Model: RNN, Epoch: 6/10, Batch: 700/938, Loss: 0.14446
Model: RNN, Epoch: 6/10, Batch: 750/938, Loss: 0.48242
Model: RNN, Epoch: 6/10, Batch: 800/938, Loss: 0.34629
Model: RNN, Epoch: 6/10, Batch: 850/938, Loss: 0.16664
Model: RNN, Epoch: 6/10, Batch: 900/938, Loss: 0.23163
------------------------------------------------------
Model: RNN, Epoch: 6/10, Correct Predictions: 9051/10000, Accuracy: 90.51 %
------------------------------------------------------
Model: RNN, Epoch: 7/10, Batch: 50/938, Loss: 0.14892
Model: RNN, Epoch: 7/10, Batch: 100/938, Loss: 0.23235
Model: RNN, Epoch: 7/10, Batch: 150/938, Loss: 0.44959
Model: RNN, Epoch: 7/10, Batch: 200/938, Loss: 0.22902
Model: RNN, Epoch: 7/10, Batch: 250/938, Loss: 0.70681
Model: RNN, Epoch: 7/10, Batch: 300/938, Loss: 0.27135
Model: RNN, Epoch: 7/10, Batch: 350/938, Loss: 0.06504
Model: RNN, Epoch: 7/10, Batch: 400/938, Loss: 0.34405
Model: RNN, Epoch: 7/10, Batch: 450/938, Loss: 0.23077
Model: RNN, Epoch: 7/10, Batch: 500/938, Loss: 0.36189
Model: RNN, Epoch: 7/10, Batch: 550/938, Loss: 0.14685
Model: RNN, Epoch: 7/10, Batch: 600/938, Loss: 0.23516
Model: RNN, Epoch: 7/10, Batch: 650/938, Loss: 0.22496
Model: RNN, Epoch: 7/10, Batch: 700/938, Loss: 0.14670
Model: RNN, Epoch: 7/10, Batch: 750/938, Loss: 0.38665
Model: RNN, Epoch: 7/10, Batch: 800/938, Loss: 0.45526
Model: RNN, Epoch: 7/10, Batch: 850/938, Loss: 0.22190
Model: RNN, Epoch: 7/10, Batch: 900/938, Loss: 0.10323
------------------------------------------------------
Model: RNN, Epoch: 7/10, Correct Predictions: 9319/10000, Accuracy: 93.19 %
------------------------------------------------------
Model: RNN, Epoch: 8/10, Batch: 50/938, Loss: 0.05110
Model: RNN, Epoch: 8/10, Batch: 100/938, Loss: 0.22295
Model: RNN, Epoch: 8/10, Batch: 150/938, Loss: 0.26212
Model: RNN, Epoch: 8/10, Batch: 200/938, Loss: 0.20537
Model: RNN, Epoch: 8/10, Batch: 250/938, Loss: 0.46997
Model: RNN, Epoch: 8/10, Batch: 300/938, Loss: 0.47586
Model: RNN, Epoch: 8/10, Batch: 350/938, Loss: 0.12310
Model: RNN, Epoch: 8/10, Batch: 400/938, Loss: 0.35059
Model: RNN, Epoch: 8/10, Batch: 450/938, Loss: 0.30049
Model: RNN, Epoch: 8/10, Batch: 500/938, Loss: 0.19675
Model: RNN, Epoch: 8/10, Batch: 550/938, Loss: 0.11862
Model: RNN, Epoch: 8/10, Batch: 600/938, Loss: 0.33313
Model: RNN, Epoch: 8/10, Batch: 650/938, Loss: 0.24947
Model: RNN, Epoch: 8/10, Batch: 700/938, Loss: 0.08600
Model: RNN, Epoch: 8/10, Batch: 750/938, Loss: 0.31801
Model: RNN, Epoch: 8/10, Batch: 800/938, Loss: 0.31945
Model: RNN, Epoch: 8/10, Batch: 850/938, Loss: 0.20589
Model: RNN, Epoch: 8/10, Batch: 900/938, Loss: 0.22153
------------------------------------------------------
Model: RNN, Epoch: 8/10, Correct Predictions: 9121/10000, Accuracy: 91.21 %
------------------------------------------------------
Model: RNN, Epoch: 9/10, Batch: 50/938, Loss: 0.09827
